,Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,Nasdaq,USD/IDR
998,Mar 24 2017,16624808.75,1247.5,1154.51,998.76,8593.03,5567.13,24358.27,5363.99,13326.5
999,Mar 27 2017,16737359.13,1257.55,1155.36,1000.36,8647.16,5541.2,24193.7,5374.27,13310.5
1000,Mar 29 2017,16656517.9,1251.1,1163.81,1007.94,8620.08,5592.51,24392.05,5430.27,13313.5
1001,Mar 30 2017,16629018.2,1248.8,1163.3,999.64,8604.85,5592.95,24301.09,5439.74,13316.0
1002,Mar 31 2017,16588246.72,1244.85,1163.9,995.52,8579.26,5568.11,24111.59,5436.23,13325.5
1003,Apr 03 2017,16616488.13,1247.25,1170.85,999.48,8595.8,5606.79,24261.48,5432.2,13322.5
1004,Apr 05 2017,16595299.2,1245.8,1168.34,998.48,8590.91,5676.98,24400.8,5418.52,13321.0
1005,Apr 06 2017,16702713.75,1252.5,1175.23,1002.28,8642.5,5680.24,24273.72,5420.88,13335.5
1006,Apr 07 2017,16871013.02,1266.45,1192.85,1021.99,8736.98,5653.49,24267.3,5418.37,13317.5
1007,Apr 10 2017,16608786.73,1250.05,1179.4,1005.91,8631.72,5644.3,24262.18,5421.68,13286.5
1008,Apr 11 2017,16640390.05,1252.9,1178.81,1003.32,8648.77,5627.93,24088.46,5398.4,13281.5
1009,Apr 12 2017,16916329.91,1274.3,1199.91,1018.58,8783.37,5644.15,24313.5,5377.03,13275.0
1010,Apr 13 2017,17023333.18,1284.15,1208.56,1025.84,8838.8,5616.55,24261.66,5353.59,13256.5
1011,Apr 18 2017,17005558.03,1278.95,1195.45,1002.0,8805.83,5606.52,23924.54,5391.66,13296.5
1012,Apr 20 2017,17082057.4,1282.1,1190.82,998.4,8825.85,5595.31,24056.98,5443.53,13323.5
1013,Apr 21 2017,17075521.9,1281.85,1199.34,1003.25,8823.1,5664.48,24042.02,5442.05,13320.0
1014,Apr 25 2017,16837015.31,1267.8,1160.35,988.5,8730.07,5680.8,24455.94,5548.19,13277.5
1015,Apr 26 2017,16763675.3,1261.85,1160.16,981.56,8695.15,5726.53,24578.43,5541.09,13285.0
1016,Apr 27 2017,16812916.6,1262.8,1162.1,979.22,8703.59,5707.03,24698.48,5571.28,13314.0
1017,Apr 28 2017,16880511.4,1266.45,1163.0,978.9,8735.21,5685.3,24615.13,5583.53,13329.0
1018,May 02 2017,16711922.03,1255.45,1151.63,971.37,8658.46,5675.81,24696.13,5644.07,13311.5
1019,May 08 2017,16366790.7,1229.8,1124.95,950.31,8489.68,5707.86,24577.91,5659.07,13309.5
1020,May 09 2017,16292338.7,1220.4,1120.56,942.39,8427.47,5697.06,24889.03,5678.31,13350.0
1021,May 10 2017,16335553.97,1222.95,1125.17,944.44,8442.76,5653.01,25015.42,5681.68,13357.5
1022,May 12 2017,16411946.88,1231.25,1127.21,955.16,8499.2,5675.22,25156.34,5686.81,13329.5
1023,May 15 2017,16407820.6,1233.3,1123.38,954.75,8506.68,5688.87,25371.59,5704.48,13304.0
1024,May 16 2017,16415476.45,1234.2,1113.55,955.37,8503.27,5647.0,25335.94,5724.44,13300.5
1025,May 17 2017,16752967.6,1257.4,1128.07,969.28,8664.74,5615.49,25293.63,5580.55,13323.5
1026,May 18 2017,16773171.15,1255.9,1128.75,966.19,8653.4,5645.45,25136.52,5626.31,13355.5
1027,May 19 2017,16695420.0,1252.0,1118.36,961.27,8629.53,5791.88,25174.87,5651.56,13335.0
1028,May 22 2017,16745850.18,1258.85,1119.13,967.19,8676.5,5749.44,25391.34,5699.4,13302.5
1029,May 23 2017,16763809.85,1260.2,1122.22,970.88,8682.4,5730.61,25403.15,5703.35,13302.5
1030,May 24 2017,16668306.53,1252.55,1119.95,967.29,8631.07,5703.43,25428.5,5730.3,13308.5
1031,May 26 2017,16818837.15,1265.05,1131.13,989.05,8679.51,5716.81,25639.27,5788.36,13294.5
1032,May 31 2017,16865783.35,1266.2,1126.01,980.83,8636.75,5738.15,25660.65,5788.8,13322.5
1033,Jun 02 2017,16963846.58,1274.95,1130.78,989.68,8690.31,5742.45,25924.05,5881.46,13304.0
1034,Jun 05 2017,17005415.05,1279.95,1137.48,989.72,8704.94,5748.23,25862.99,5878.12,13286.0
1035,Jun 06 2017,17191908.5,1293.5,1148.2,1003.22,8791.53,5707.83,25997.14,5856.77,13298.0
1036,Jun 07 2017,17176755.0,1291.0,1146.28,996.18,8771.57,5717.32,25974.16,5877.59,13304.0
1037,Jun 08 2017,16933501.15,1273.1,1134.47,983.24,8648.93,5702.92,26063.06,5885.3,13298.0
1038,Jun 09 2017,16834346.73,1266.55,1132.47,994.04,8611.52,5675.52,26030.29,5741.94,13291.5
1039,Jun 12 2017,16840585.9,1266.4,1130.51,999.25,8609.11,5691.44,25708.04,5708.18,13298.0
1040,Jun 13 2017,16772611.0,1262.0,1126.13,991.32,8579.2,5707.65,25852.1,5751.82,13291.5
1041,Jun 14 2017,16941828.75,1275.5,1130.91,997.5,8669.45,5792.9,25875.9,5727.07,13282.5
1042,Jun 15 2017,16667948.71,1254.55,1125.16,983.07,8527.8,5776.28,25565.34,5700.89,13286.0
1043,Jun 16 2017,16693680.2,1255.4,1121.04,980.59,8554.04,5723.64,25626.49,5681.48,13297.5
1044,Jun 19 2017,16585415.9,1248.15,1117.61,978.44,8508.64,5741.91,25924.55,5772.22,13289.0
1045,Jun 20 2017,16506974.05,1242.2,1116.43,984.54,8479.63,5791.9,25843.04,5726.31,13288.5
1046,Jun 21 2017,16548236.25,1242.5,1115.05,981.09,8485.16,5818.55,25694.58,5782.39,13318.5
1047,Jun 22 2017,16670034.4,1250.8,1121.04,987.92,8544.09,5829.71,25674.53,5779.87,13327.5
1048,Jul 03 2017,16436301.75,1229.25,1081.32,950.18,8347.1,5910.24,25784.17,5596.96,13367.5
1049,Jul 05 2017,16311747.49,1220.3,1077.15,944.18,8296.94,5825.05,25521.97,5648.82,13364.0
1050,Jul 06 2017,16402634.59,1224.9,1073.96,945.98,8333.36,5849.57,25465.22,5597.9,13388.0
1051,Jul 07 2017,16292747.82,1215.65,1067.2,943.75,8266.3,5814.79,25340.85,5656.47,13403.0
1052,Jul 10 2017,16236428.94,1211.9,1064.14,942.16,8242.98,5771.51,25500.06,5694.15,13399.0
1053,Jul 11 2017,16217773.46,1211.05,1060.56,943.04,8235.99,5773.33,25877.64,5709.8,13391.0
1054,Jul 12 2017,16294743.99,1218.8,1067.3,945.65,8272.6,5819.13,26043.64,5778.95,13369.5
1055,Jul 13 2017,16269875.9,1218.9,1068.84,942.44,8265.85,5830.04,26346.17,5793.36,13347.5
1056,Jul 14 2017,16410353.94,1230.3,1074.73,940.27,8346.48,5831.8,26389.23,5838.08,13338.5
1057,Jul 17 2017,16447465.8,1234.1,1075.84,944.33,8354.73,5841.28,26470.58,5839.74,13327.5
1058,Jul 18 2017,16508178.75,1240.75,1071.32,953.03,8384.99,5822.35,26524.94,5880.1,13309.0
1059,Jul 19 2017,16544194.55,1242.15,1078.4,952.46,8391.34,5806.69,26672.16,5916.16,13318.0
1060,Jul 20 2017,16509392.95,1238.7,1064.72,953.95,8384.02,5825.21,26740.21,5921.22,13334.5
1061,Jul 21 2017,16622567.82,1248.55,1071.07,961.2,8450.06,5765.42,26706.09,5921.52,13312.5
1062,Jul 24 2017,16708856.8,1255.55,1078.33,962.33,8475.71,5801.59,26846.83,5941.37,13310.0
1063,Jul 25 2017,16716133.1,1254.4,1075.63,961.34,8468.58,5813.53,26852.05,5930.65,13326.0
1064,Jul 26 2017,16645283.7,1248.1,1073.13,956.0,8430.66,5800.21,26941.02,5950.73,13336.0
1065,Jul 27 2017,16795327.85,1261.1,1081.01,963.78,8496.79,5819.74,27131.17,5917.03,13318.0
1066,Jul 28 2017,16856056.1,1264.9,1076.79,964.17,8528.97,5831.03,26979.39,5908.92,13326.5
1067,Jul 31 2017,16888833.6,1267.55,1075.11,961.47,8529.22,5840.94,27323.99,5880.33,13325.0
1068,Aug 01 2017,16931595.25,1270.95,1076.16,960.55,8539.39,5805.2,27540.23,5895.17,13324.0
1069,Aug 02 2017,16916148.45,1269.6,1070.76,960.07,8534.5,5824.25,27607.38,5914.23,13324.0
1070,Aug 03 2017,16894894.35,1268.1,1067.51,964.92,8525.82,5780.58,27531.01,5891.2,13325.5
1071,Aug 04 2017,16747532.55,1257.7,1070.25,964.64,8449.1,5777.48,27562.68,5899.9,13316.0
1072,Aug 07 2017,16757818.0,1258.0,1066.51,965.98,8451.62,5749.29,27690.36,5934.73,13321.0
1073,Aug 08 2017,16799602.6,1261.8,1075.06,973.69,8458.85,5810.56,27854.91,5926.35,13313.0
1074,Aug 09 2017,16959617.54,1271.05,1082.48,978.41,8489.72,5824.01,27757.09,5919.39,13332.5
1075,Aug 10 2017,17130041.5,1284.4,1093.15,988.84,8554.23,5825.95,27444.0,5788.19,13334.0
1076,Aug 14 2017,17116778.94,1282.3,1088.22,987.49,8551.27,5801.49,27250.23,5908.17,13349.0
1077,Aug 15 2017,16968664.79,1270.3,1084.01,988.29,8482.81,5835.04,27174.96,5907.73,13361.0
1078,Aug 16 2017,17027485.88,1272.75,1087.45,988.81,8521.06,5891.95,27409.07,5917.42,13378.5
1079,Aug 18 2017,17314476.99,1295.8,1102.76,1007.82,8655.42,5893.84,27047.57,5790.91,13362.0
1080,Aug 21 2017,17260860.15,1292.9,1094.06,1001.78,8623.64,5861.0,27154.68,5786.54,13350.5
1081,Aug 22 2017,17135079.95,1284.2,1091.59,1000.58,8552.77,5880.3,27401.67,5873.33,13343.0
1082,Aug 23 2017,17179992.82,1286.65,1089.0,1005.59,8573.72,5914.02,27506.0,5851.78,13358.5
1083,Aug 24 2017,17206861.0,1289.0,1091.91,1007.15,8585.64,5894.12,27518.6,5834.44,13346.5
1084,Aug 25 2017,17153611.19,1285.3,1082.63,998.02,8565.88,5915.36,27848.16,5822.53,13345.5
1085,Aug 28 2017,17145256.74,1285.3,1075.07,994.12,8524.75,5903.34,27863.29,5838.08,13340.0
1086,Aug 29 2017,17592108.35,1318.65,1096.5,1018.34,8699.79,5888.21,27765.01,5862.14,13339.5
1087,Aug 30 2017,17458988.38,1308.5,1098.15,1012.65,8626.42,5872.51,28094.61,5932.9,13346.5
1088,Aug 31 2017,17501368.5,1311.75,1103.33,1018.01,8653.48,5864.06,27970.3,5988.6,13343.0
1089,Sep 05 2017,17812895.52,1335.55,1120.19,1025.14,8749.99,5829.98,27741.35,5932.73,13337.5
1090,Sep 06 2017,17837552.1,1337.85,1120.67,1023.6,8728.93,5824.14,27613.76,5951.13,13337.5
1091,Sep 07 2017,17872580.5,1343.5,1118.88,1024.79,8733.56,5832.31,27522.92,5964.31,13306.5
1092,Sep 08 2017,17780596.88,1346.25,1119.96,1021.12,8702.83,5857.12,27668.47,5913.37,13204.0
1093,Sep 11 2017,17561406.86,1334.2,1113.36,1011.91,8704.05,5871.88,27955.13,5980.52,13162.5
1094,Sep 12 2017,17506483.75,1326.5,1109.72,999.85,8665.89,5872.38,27972.24,5995.64,13195.0
1095,Sep 13 2017,17524984.97,1327.55,1114.04,1003.44,8669.7,5845.73,27894.08,6004.38,13202.5
1096,Sep 14 2017,17547635.81,1324.55,1115.65,992.17,8682.56,5852.0,27777.2,5968.82,13249.5
1097,Sep 15 2017,17514532.06,1322.85,1105.74,973.08,8654.88,5872.39,27807.59,5988.0,13240.0
1098,Sep 18 2017,17389915.41,1312.1,1097.58,969.56,8610.0,5884.61,28159.77,5981.12,13255.0
1099,Sep 19 2017,17389521.65,1309.6,1093.25,968.46,8625.16,5901.33,28051.41,5991.08,13278.5
1100,Sep 20 2017,17418650.96,1311.3,1093.11,966.72,8620.75,5906.57,28127.8,5973.6,13281.5
1101,Sep 22 2017,17236375.0,1294.8,1081.79,957.09,8537.52,5911.71,27880.53,5932.32,13312.5
1102,Sep 25 2017,17229340.0,1293.3,1089.69,958.92,8561.77,5894.61,27500.34,5867.35,13326.0
1103,Sep 26 2017,17386866.09,1300.05,1104.87,968.89,8620.63,5863.96,27513.01,5881.34,13376.5
1104,Sep 27 2017,17237469.38,1282.55,1093.25,958.16,8509.59,5863.03,27642.43,5937.79,13440.0
1105,Sep 28 2017,17318806.27,1283.35,1088.92,954.52,8559.82,5841.05,27421.6,5933.07,13515.0
1106,Sep 29 2017,17282071.93,1283.1,1085.35,956.36,8523.37,5900.85,27554.3,5979.3,13471.5
1107,Oct 03 2017,17213996.25,1271.25,1081.5,959.72,8444.66,5939.45,28173.21,5995.06,13542.5
1108,Oct 04 2017,17172430.13,1274.25,1083.41,959.45,8464.59,5951.48,28379.18,5998.84,13476.5
1109,Oct 06 2017,17039344.56,1261.8,1075.47,966.34,8381.88,5905.38,28458.04,6064.57,13504.0
1110,Oct 10 2017,17446812.68,1291.4,1092.88,976.96,8505.29,5905.76,28490.83,6063.52,13513.0
1111,Oct 11 2017,17438395.5,1289.25,1088.57,977.52,8491.0,5882.79,28389.57,6081.25,13517.0
1112,Oct 12 2017,17424181.13,1290.25,1089.19,979.99,8501.59,5926.2,28459.03,6069.99,13504.5
1113,Oct 13 2017,17532901.62,1299.6,1098.05,976.78,8560.98,5924.12,28476.43,6092.45,13499.0
1114,Oct 16 2017,17563268.17,1303.3,1104.73,981.51,8590.96,5949.7,28692.8,6114.53,13482.5
1115,Oct 17 2017,17352475.88,1284.75,1093.22,975.62,8499.91,5947.33,28697.49,6122.61,13506.5
1116,Oct 18 2017,17303182.54,1280.2,1087.08,972.06,8475.56,5929.2,28711.76,6114.35,13516.0
1117,Oct 19 2017,17390197.08,1286.4,1085.25,974.25,8526.13,5910.53,28159.09,6092.62,13523.0
1118,Oct 20 2017,17322463.94,1281.2,1086.96,971.42,8482.18,5929.55,28487.24,6108.82,13518.5
1119,Oct 23 2017,17265331.93,1274.9,1085.53,966.86,8463.81,5950.03,28305.88,6067.83,13542.5
1120,Oct 24 2017,17273558.96,1276.45,1085.32,973.05,8466.56,5952.08,28154.97,6080.22,13532.5
1121,Oct 25 2017,17304937.5,1275.0,1079.55,962.16,8466.38,6025.43,28302.89,6055.04,13577.5
1122,Oct 26 2017,17299435.63,1273.75,1088.35,967.27,8451.33,5995.85,28202.38,6037.87,13581.5
1123,Oct 27 2017,17244615.76,1266.45,1093.42,965.87,8425.44,5975.28,28438.85,6213.47,13616.5
1124,Oct 30 2017,17276940.0,1272.0,1093.96,964.04,8455.75,5974.08,28336.19,6227.59,13584.0
1125,Oct 31 2017,17226408.05,1270.15,1090.3,956.47,8417.79,6005.78,28245.54,6248.56,13562.5
1126,Nov 01 2017,17344251.92,1277.05,1099.34,963.38,8448.45,6038.15,28594.06,6248.65,13580.0
1127,Nov 02 2017,17336357.34,1279.2,1095.82,978.95,8450.78,6031.11,28518.64,6236.39,13551.0
1128,Nov 06 2017,17185743.93,1270.9,1096.93,968.53,8431.28,6050.82,28596.8,6313.61,13524.5
1129,Nov 07 2017,17238456.42,1275.6,1101.89,970.81,8459.39,6060.45,28994.34,6320.78,13513.5
1130,Nov 08 2017,17355828.0,1284.0,1108.28,980.12,8519.34,6049.38,28907.6,6345.81,13517.0
1131,Nov 09 2017,17364069.36,1284.8,1105.2,979.42,8529.14,6042.46,29136.57,6312.21,13515.0
1132,Nov 10 2017,17381071.41,1284.3,1101.22,971.45,8527.24,6021.83,29120.92,6309.07,13532.5
1133,Nov 13 2017,17316221.84,1277.95,1095.59,974.72,8490.06,6021.46,29182.18,6316.18,13551.5
1134,Nov 14 2017,17274014.51,1274.6,1084.35,971.68,8467.04,5988.29,29152.12,6293.64,13553.5
1135,Nov 15 2017,17354576.34,1282.2,1086.52,974.13,8501.24,5972.31,28851.69,6258.36,13535.0
1136,Nov 16 2017,17333760.0,1280.0,1087.28,970.1,8489.86,6037.91,29018.76,6339.14,13542.0
1137,Nov 17 2017,17374042.64,1284.35,1090.1,972.81,8522.17,6051.73,29199.04,6314.51,13527.5
1138,Nov 20 2017,17407430.14,1286.2,1094.78,969.77,8527.63,6053.28,29260.31,6308.61,13535.0
1139,Nov 21 2017,17367537.91,1283.3,1094.45,970.07,8513.41,6031.86,29818.07,6378.63,13533.5
1140,Nov 22 2017,17407285.04,1286.95,1091.88,968.83,8514.98,6069.78,30003.49,6386.12,13526.0
1141,Nov 24 2017,17429493.0,1290.5,1081.09,966.3,8522.07,6067.14,29866.32,6409.29,13502.5
1142,Nov 27 2017,17505104.33,1294.9,1086.46,970.76,8543.62,6064.59,29686.19,6405.97,13518.5
1143,Nov 28 2017,17451599.67,1291.85,1088.56,976.45,8518.84,6070.72,29680.85,6422.56,13508.5
1144,Nov 29 2017,17335182.65,1283.85,1083.37,957.42,8470.71,6061.37,29623.83,6311.38,13502.5
1145,Nov 30 2017,17315984.54,1280.2,1073.68,945.74,8463.02,5952.14,29177.35,6365.56,13526.0
1146,Dec 04 2017,17224684.04,1273.45,1074.64,944.84,8428.33,5998.19,29138.28,6263.7,13526.0
1147,Dec 05 2017,17115941.31,1266.3,1070.28,941.0,8373.66,6000.47,28842.8,6265.11,13519.0
1148,Dec 06 2017,17103546.99,1263.7,1071.93,944.15,8359.0,6035.51,28224.8,6293.05,13539.0
1149,Dec 07 2017,17009642.5,1255.0,1064.46,935.35,8302.33,6006.84,28303.19,6316.28,13553.5
1150,Dec 08 2017,16943804.88,1250.65,1064.25,935.0,8276.3,6030.96,28639.85,6344.57,13547.5
1151,Dec 11 2017,16898257.6,1247.15,1057.31,933.57,8252.76,6026.63,28965.29,6393.89,13552.5
1152,Dec 12 2017,16835909.43,1240.9,1057.93,931.5,8216.12,6032.37,28793.88,6383.65,13568.5
1153,Dec 13 2017,16884505.55,1242.65,1056.9,930.02,8226.71,6054.6,29222.1,6394.67,13585.0
1154,Dec 14 2017,16985452.5,1251.0,1062.38,931.91,8267.61,6113.65,29166.38,6389.91,13577.5
1155,Dec 15 2017,17033074.91,1254.6,1066.34,942.1,8290.65,6119.42,28848.11,6466.32,13578.5
1156,Dec 18 2017,17120206.61,1260.6,1067.17,940.85,8340.63,6133.96,29050.41,6513.27,13581.5
1157,Dec 19 2017,17111139.79,1260.35,1067.14,944.08,8327.51,6167.67,29253.66,6480.67,13576.5
1158,Dec 20 2017,17169424.97,1264.55,1064.21,943.27,8320.74,6109.48,29234.09,6472.48,13577.5
1159,Dec 21 2017,17144133.98,1264.55,1066.23,946.94,8328.07,6183.39,29367.06,6472.69,13557.5
1160,Dec 22 2017,17148559.9,1264.55,1068.57,946.09,8307.33,6221.01,29578.01,6465.17,13561.0
1161,Dec 27 2017,17348022.98,1279.4,1075.71,954.81,8389.02,6277.16,29597.66,6435.15,13560.5
1162,Dec 28 2017,17508542.0,1291.0,1081.42,960.67,8437.07,6314.05,29863.71,6441.42,13562.0
1163,Dec 29 2017,17515642.5,1291.0,1075.12,954.35,8406.99,6355.65,29919.15,6396.42,13567.5
1164,Jan 04 2018,17645190.75,1314.5,1088.57,970.0,8540.57,6292.32,30736.48,6584.58,13423.5
1165,Jan 05 2018,17672858.81,1317.15,1094.3,971.14,8541.85,6353.74,30814.64,6653.29,13415.5
1166,Jan 09 2018,17616562.5,1311.0,1098.91,969.46,8549.16,6373.14,31011.41,6677.94,13437.5
1167,Jan 10 2018,17730181.38,1319.75,1101.49,975.32,8600.55,6371.17,31073.72,6662.66,13436.5
1168,Jan 11 2018,17728205.86,1323.05,1098.33,977.54,8611.07,6386.34,31120.39,6708.49,13399.5
1169,Jan 12 2018,17717421.19,1326.8,1092.33,969.35,8581.74,6370.06,31412.54,6758.54,13353.5
1170,Jan 16 2018,17790222.42,1333.85,1090.59,968.38,8584.66,6429.69,31904.75,6737.14,13337.5
1171,Jan 17 2018,17842947.05,1335.65,1090.99,965.48,8590.9,6444.52,31983.41,6810.28,13357.5
1172,Jan 18 2018,17780206.65,1332.2,1088.44,959.45,8559.92,6472.67,32121.94,6811.38,13346.0
1173,Jan 19 2018,17772856.17,1334.95,1092.03,964.11,8549.02,6490.9,32254.89,6834.33,13313.5
1174,Jan 22 2018,17786876.54,1332.6,1087.7,954.14,8533.3,6500.53,32393.41,6906.28,13347.5
1175,Jan 23 2018,17770887.2,1333.4,1084.68,951.21,8540.43,6635.33,32930.7,6963.46,13325.0
1176,Jan 24 2018,18023161.15,1353.7,1093.28,951.77,8647.03,6615.49,32958.69,6919.35,13313.5
1177,Jan 25 2018,18003897.48,1354.95,1083.7,947.35,8583.61,6615.33,32654.45,6916.3,13288.5
1178,Jan 26 2018,18002306.3,1353.15,1088.31,954.06,8554.61,6660.62,33154.12,7022.97,13307.0
1179,Jan 29 2018,17958537.52,1343.85,1087.57,955.56,8501.6,6680.62,32966.89,6988.31,13363.5
1180,Jan 30 2018,18065367.94,1344.9,1083.59,952.68,8530.56,6575.49,32607.29,6930.73,13432.5
1181,Jan 31 2018,18008199.31,1345.05,1079.71,945.85,8461.98,6605.63,32887.27,6949.99,13388.5
1182,Feb 01 2018,18010304.48,1341.35,1075.62,942.19,8444.87,6598.46,32642.09,6901.5,13427.0
1183,Feb 02 2018,17905962.91,1331.15,1070.32,942.47,8358.69,6628.82,32601.78,6760.29,13451.5
1184,Feb 05 2018,18033604.02,1333.6,1073.75,951.28,8392.74,6589.68,32245.22,6495.92,13525.0
1185,Feb 06 2018,18046459.98,1331.4,1078.54,957.33,8357.33,6478.54,30595.42,6665.98,13552.5
1186,Feb 07 2018,17952317.8,1324.65,1077.52,954.19,8291.65,6534.87,30323.2,6582.02,13553.0
1187,Feb 08 2018,17901300.66,1315.45,1073.18,939.74,8321.54,6544.63,30451.27,6306.1,13605.0
1188,Feb 09 2018,17903953.45,1314.1,1072.87,951.76,8278.96,6505.52,29507.42,6412.68,13627.5
1189,Feb 13 2018,18098314.92,1325.35,1072.64,954.93,8407.09,6578.18,29839.53,6553.86,13657.5
1190,Feb 14 2018,18220436.88,1336.25,1077.06,956.93,8477.3,6594.4,30515.6,6675.03,13628.5
1191,Feb 15 2018,18337192.66,1352.45,1083.74,962.05,8580.08,6591.58,31115.43,6794.92,13558.5
1192,Feb 20 2018,18240715.91,1339.85,1085.69,956.69,8500.14,6662.88,30873.63,6779.69,13612.5
1193,Feb 21 2018,18118749.0,1330.5,1080.0,951.82,8440.83,6643.4,31431.89,6759.26,13618.5
1194,Feb 22 2018,18175146.87,1328.35,1078.21,952.94,8448.97,6593.06,30965.68,6761.85,13682.5
1195,Feb 23 2018,18149755.96,1327.95,1079.85,950.44,8415.48,6619.8,31267.17,6896.6,13667.5
1196,Feb 26 2018,18216276.75,1333.5,1085.25,956.84,8411.32,6554.67,31498.6,6989.1,13660.0
1197,Feb 27 2018,18129631.25,1325.75,1083.22,955.08,8361.77,6598.93,31268.66,6900.35,13675.0
1198,Feb 28 2018,18118458.71,1317.85,1080.52,956.45,8344.62,6597.22,30844.72,6854.42,13745.0
1199,Mar 01 2018,17975023.75,1307.75,1073.82,953.03,8295.06,6606.05,31044.25,6750.54,13747.5
1200,Mar 02 2018,18191539.56,1322.3,1074.12,960.21,8392.11,6582.32,30583.45,6811.04,13757.5
1201,Mar 05 2018,18172003.66,1320.4,1071.15,953.63,8372.66,6550.59,29886.39,6881.28,13762.5
1202,Mar 06 2018,18340033.65,1331.4,1073.71,958.98,8441.74,6500.11,30510.73,6913.02,13775.0
1203,Mar 07 2018,18303177.86,1329.4,1071.88,956.78,8405.53,6368.27,30196.92,6929.39,13766.0
1204,Mar 08 2018,18209985.0,1321.0,1071.5,955.2,8364.7,6443.02,30654.52,6966.43,13785.0
1205,Mar 09 2018,18204468.98,1320.6,1071.96,952.33,8368.64,6433.32,30996.21,7101.18,13781.0
1206,Mar 12 2018,18165353.73,1319.15,1070.87,949.17,8341.91,6500.69,31594.33,7131.12,13770.0
1207,Mar 13 2018,18191119.38,1322.75,1066.99,945.73,8371.16,6412.85,31601.45,7046.51,13750.5
1208,Mar 14 2018,18180280.12,1323.55,1070.88,949.09,8359.41,6382.62,31435.01,7040.98,13736.5
1209,Mar 15 2018,18130834.38,1318.75,1070.37,945.54,8336.74,6321.9,31541.1,7030.97,13747.5
1210,Mar 16 2018,18014528.04,1310.1,1066.86,941.23,8285.86,6304.95,31501.97,7019.95,13749.0
1211,Mar 19 2018,18064528.46,1312.4,1064.4,935.39,8310.51,6289.57,31513.76,6864.88,13764.5
1212,Mar 20 2018,18026250.0,1311.0,1068.33,935.53,8298.76,6243.58,31549.93,6885.92,13750.0
1213,Mar 22 2018,18279134.03,1329.15,1079.86,942.99,8402.35,6254.07,31071.05,6682.26,13752.5
1214,Mar 23 2018,18558165.88,1346.6,1089.48,951.66,8515.9,6210.7,30309.29,6508.09,13782.5
1215,Mar 26 2018,18578593.66,1352.4,1086.96,950.72,8502.54,6200.17,30548.77,6753.83,13740.0
1216,Mar 27 2018,18433534.5,1341.45,1082.25,948.62,8415.45,6209.35,30790.83,6529.84,13742.0
1217,Mar 28 2018,18340507.35,1332.45,1078.82,944.93,8379.38,6140.84,30022.53,6460.81,13763.0
1218,Mar 29 2018,18226102.86,1323.85,1076.43,943.72,8329.27,6188.99,30093.38,6581.13,13765.0
1219,Apr 03 2018,18351604.95,1333.45,1086.4,949.41,8380.2,6229.01,30180.1,6458.83,13764.5
1220,Apr 04 2018,18409269.11,1337.3,1087.32,949.48,8424.85,6157.1,29518.69,6560.06,13766.5
1221,Apr 06 2018,18337944.93,1331.2,1085.68,945.12,8386.43,6175.05,29844.94,6433.21,13773.5
1222,Apr 09 2018,18330295.23,1331.95,1081.92,942.87,8405.8,6246.13,30229.58,6472.34,13764.5
1223,Apr 10 2018,18409222.88,1338.95,1084.17,944.65,8430.3,6325.82,30728.74,6615.87,13749.0
1224,Apr 11 2018,18584293.88,1350.75,1090.68,950.83,8489.87,6360.93,30897.71,6583.44,13758.5
1225,Apr 12 2018,18467034.11,1341.35,1088.98,942.49,8425.55,6310.8,30831.28,6656.26,13769.5
1226,Apr 13 2018,18479905.43,1343.7,1090.05,943.11,8439.64,6270.33,30808.38,6628.34,13752.5
1227,Apr 16 2018,18586619.56,1349.35,1091.13,941.63,8476.21,6286.75,30315.59,6675.18,13774.5
1228,Apr 17 2018,18475346.58,1342.1,1087.21,938.07,8424.23,6285.76,30062.75,6816.37,13766.0
1229,Apr 18 2018,18615547.35,1351.45,1091.9,949.42,8494.4,6320.01,30284.25,6833.21,13774.5
1230,Apr 19 2018,18586403.18,1348.6,1090.7,948.18,8466.78,6355.9,30708.44,6774.89,13781.0
1231,Apr 20 2018,18550748.13,1336.75,1088.69,953.26,8406.95,6337.69,30418.33,6667.75,13877.5
1232,Apr 23 2018,18401145.79,1324.3,1083.67,949.39,8348.52,6308.15,30254.4,6648.8,13895.0
1233,Apr 24 2018,18454402.34,1328.85,1087.93,951.59,8384.64,6229.64,30636.24,6509.05,13887.5
1234,Apr 25 2018,18398027.47,1321.65,1085.77,948.37,8353.36,6079.85,30328.15,6513.94,13920.0
1235,Apr 26 2018,18341220.57,1320.7,1090.32,947.93,8360.29,5909.2,30007.68,6649.65,13887.5
1236,Apr 27 2018,18355635.0,1321.5,1092.01,957.85,8384.78,5919.24,30280.67,6656.35,13890.0
1237,May 02 2018,18190328.82,1304.2,1090.79,959.04,8295.1,6012.24,30723.88,6644.48,13945.0
1238,May 07 2018,18331598.63,1309.4,1099.0,964.99,8334.2,5885.1,29994.26,6821.87,14000.0
1239,May 08 2018,18357727.94,1306.6,1102.15,966.53,8320.43,5774.72,30402.81,6815.48,14050.0
1240,May 09 2018,18497692.09,1313.85,1108.22,967.56,8380.13,5907.94,30536.14,6893.21,14080.0
1241,May 11 2018,18474680.46,1324.35,1108.8,977.2,8389.09,5956.83,31122.06,6952.56,13950.0
1242,May 14 2018,18436982.6,1319.85,1102.77,970.83,8363.49,5947.15,31541.08,6964.37,13970.0
