,Date,IDR,USD,Euro,GBP,RMB,IHSG,Hang Seng,Nasdaq,USD/IDR
3236,Dec 08 2015,14872705.22,1072.1,986.2,715.5,6879.88,4464.18,21905.13,4694.77,13872.5
3237,Dec 10 2015,14924385.0,1071.0,979.25,706.3,6894.88,4466.21,21704.61,4643.05,13935.0
3238,Dec 11 2015,14958693.75,1072.5,975.27,704.92,6923.31,4393.52,21464.05,4537.56,13947.5
3239,Dec 14 2015,15038289.38,1068.25,968.71,706.51,6899.93,4374.19,21309.85,4570.16,14077.5
3240,Dec 15 2015,14920974.75,1061.5,971.98,705.46,6858.35,4409.17,21274.37,4597.33,14056.5
3241,Dec 16 2015,15130380.38,1075.25,982.55,716.69,6960.42,4483.45,21701.21,4664.56,14069.5
3242,Dec 17 2015,14698419.73,1049.4,968.62,705.12,6803.99,4555.96,21872.06,4598.14,14006.5
3243,Dec 18 2015,14784687.5,1062.5,979.76,713.47,6886.59,4468.65,21755.56,4514.82,13917.5
3244,Dec 21 2015,14865175.0,1078.75,988.09,724.72,6991.16,4490.68,21791.68,4560.55,13772.5
3245,Dec 22 2015,14699256.16,1074.9,980.17,725.13,6964.06,4517.57,21830.02,4589.26,13675.0
3246,Dec 28 2015,14581612.5,1068.25,973.66,716.92,6930.81,4557.35,21919.62,4621.35,13650.0
3247,Dec 29 2015,14708522.49,1070.1,981.2,723.33,6939.81,4569.36,21999.62,4691.08,13745.0
3248,Dec 30 2015,14609450.0,1060.0,971.27,714.62,6879.61,4593.01,21882.15,4652.01,13782.5
3249,Jan 04 2016,15062214.38,1082.25,1001.67,736.78,7054.0,4525.92,21327.12,4497.86,13915.0
3250,Jan 05 2016,14929912.5,1077.0,1004.57,735.18,7021.72,4557.82,21188.72,4484.18,13862.5
3251,Jan 06 2016,15222300.14,1091.4,1015.26,747.1,7157.62,4608.98,20980.81,4443.98,13947.5
3252,Jan 07 2016,15408687.58,1106.35,1021.28,759.44,7294.27,4530.45,20333.34,4305.72,13927.5
3253,Jan 08 2016,15340504.59,1101.85,1010.36,757.88,7259.87,4546.29,20453.71,4270.78,13922.5
3254,Jan 12 2016,15097912.64,1085.4,1002.59,755.4,7137.05,4512.53,19711.76,4333.72,13910.0
3255,Jan 13 2016,15046392.77,1088.15,1002.95,753.41,7155.78,4537.18,19934.88,4183.12,13827.5
3256,Jan 14 2016,15139642.64,1088.4,1004.11,756.15,7170.92,4513.18,19817.41,4272.97,13910.0
3257,Jan 15 2016,15197109.38,1093.75,998.68,764.38,7204.53,4523.98,19520.77,4141.08,13894.5
3258,Jan 19 2016,15077150.0,1086.25,996.7,767.99,7145.57,4491.74,19635.81,4147.07,13880.0
3259,Jan 20 2016,15380430.0,1101.75,1011.06,776.59,7248.96,4427.98,18886.3,4136.28,13960.0
3260,Jan 21 2016,15252315.0,1096.5,1013.07,775.68,7214.2,4414.13,18542.15,4142.6,13910.0
3261,Jan 22 2016,15183062.5,1096.25,1012.75,764.74,7212.67,4456.74,19080.51,4259.77,13850.0
3262,Jan 25 2016,15351306.47,1106.6,1021.56,775.64,7280.76,4505.79,19340.14,4196.53,13872.5
3263,Jan 26 2016,15479037.96,1113.6,1026.5,777.41,7327.26,4510.47,18860.8,4233.85,13900.0
3264,Jan 27 2016,15490759.38,1116.25,1026.82,783.0,7342.58,4583.63,19052.45,4128.86,13878.5
3265,Jan 28 2016,15456193.0,1114.0,1018.33,774.23,7325.55,4602.83,19195.83,4186.06,13874.5
3266,Jan 29 2016,15315042.31,1111.8,1027.49,783.79,7314.31,4615.16,19683.11,4279.17,13775.0
3267,Feb 01 2016,15362643.75,1126.5,1034.1,783.82,7411.24,4624.64,19595.5,4286.56,13637.5
3268,Feb 02 2016,15446343.75,1128.5,1035.27,785.15,7425.19,4587.44,19446.84,4193.1,13687.5
3269,Feb 03 2016,15587640.0,1132.0,1024.48,775.85,7447.77,4596.11,18991.59,4171.97,13765.0
3270,Feb 04 2016,15769721.13,1156.35,1035.23,793.13,7606.24,4665.82,19183.09,4167.77,13637.5
3271,Feb 05 2016,15673516.75,1150.35,1032.31,794.22,7557.22,4798.95,19288.17,4024.47,13625.0
3272,Feb 12 2016,16724227.5,1239.75,1102.59,857.54,8144.54,4714.39,18319.58,4019.19,13490.0
3273,Feb 16 2016,16207300.0,1209.5,1085.29,845.27,7878.44,4745.0,19122.08,4104.33,13400.0
3274,Feb 17 2016,16347100.0,1210.0,1086.81,845.09,7896.46,4765.51,18924.57,4199.1,13510.0
3275,Feb 18 2016,16339373.27,1210.1,1090.23,842.45,7887.19,4778.79,19363.08,4151.49,13495.0
3276,Feb 19 2016,16614367.93,1231.15,1108.5,862.94,8027.22,4697.56,19285.5,4164.09,13495.0
3277,Feb 22 2016,16272812.5,1211.0,1098.16,856.8,7894.75,4708.62,19464.09,4231.27,13437.5
3278,Feb 23 2016,16396621.78,1221.35,1107.9,865.96,7971.14,4654.05,19414.78,4162.54,13425.0
3279,Feb 24 2016,16775684.38,1250.75,1134.78,897.72,8171.15,4657.72,19192.45,4200.66,13412.5
3280,Feb 25 2016,16575378.0,1236.0,1120.28,886.28,8076.15,4658.32,18888.75,4241.06,13410.5
3281,Feb 26 2016,16398305.0,1226.5,1122.5,884.73,8017.75,4733.15,19364.15,4235.62,13370.0
3282,Feb 29 2016,16513081.49,1234.9,1136.53,886.12,8085.01,4770.96,19111.93,4201.12,13372.0
3283,Mar 01 2016,16507275.0,1236.5,1138.63,888.19,8095.61,4779.98,19407.46,4333.61,13350.0
3284,Mar 02 2016,16468967.35,1239.2,1144.44,881.05,8118.49,4836.2,20003.49,4334.39,13290.0
3285,Mar 03 2016,16550184.38,1250.25,1143.66,883.16,8180.51,4844.04,19941.76,4325.86,13235.0
3286,Mar 04 2016,16779962.5,1277.5,1160.63,898.7,8330.96,4850.88,20176.7,4329.0,13135.0
3287,Mar 07 2016,16593639.97,1267.9,1154.37,892.64,8260.49,4831.57,20159.72,4303.33,13090.0
3288,Mar 08 2016,16652181.0,1267.0,1146.24,891.81,8242.34,4811.04,20011.58,4265.51,13143.0
3289,Mar 10 2016,16556321.25,1266.5,1136.23,885.29,8252.39,4793.2,19984.42,4286.97,13072.5
3290,Mar 11 2016,16530282.5,1264.75,1133.39,878.66,8219.61,4813.78,20199.6,4361.83,13070.0
3291,Mar 14 2016,16230315.0,1242.75,1118.89,867.6,8071.91,4877.53,20435.34,4367.33,13060.0
3292,Mar 15 2016,16234680.0,1232.0,1108.71,869.78,8020.94,4849.78,20288.77,4367.08,13177.5
3293,Mar 16 2016,16299123.75,1228.5,1109.31,871.52,8011.05,4861.44,20257.7,4404.2,13267.5
3294,Mar 17 2016,16584817.5,1266.5,1119.16,874.11,8223.64,4885.69,20503.81,4400.26,13095.0
3295,Mar 18 2016,16424419.83,1252.1,1108.89,862.83,8104.34,4885.71,20671.63,4410.83,13117.5
3296,Mar 22 2016,16507950.0,1252.5,1115.66,881.02,8132.11,4856.11,20666.75,4437.62,13180.0
3297,Mar 23 2016,16044922.07,1217.6,1089.58,862.93,7910.62,4854.18,20615.23,4402.56,13177.5
3298,Mar 24 2016,16181302.5,1221.0,1093.74,863.2,7954.81,4827.09,20345.61,4405.53,13252.5
3299,Mar 29 2016,16425335.0,1226.0,1096.06,859.45,7983.1,4781.3,20366.3,4467.72,13397.5
3300,Mar 30 2016,16401946.88,1236.25,1088.73,855.66,8007.69,4816.65,20803.39,4490.88,13267.5
3301,Mar 31 2016,16402620.0,1237.0,1085.52,860.64,8000.42,4845.37,20776.7,4483.65,13260.0
3302,Apr 01 2016,15970974.07,1213.6,1069.72,855.34,7845.68,4843.19,20498.92,4532.08,13160.0
3303,Apr 05 2016,16275893.75,1231.25,1082.37,871.25,7969.76,4858.07,20177.0,4470.75,13219.0
3304,Apr 06 2016,16149960.21,1221.4,1073.81,867.04,7916.99,4868.23,20206.67,4543.78,13222.5
3305,Apr 07 2016,16346034.07,1242.1,1091.28,881.17,8040.73,4867.28,20266.05,4475.28,13160.0
3306,Apr 08 2016,16290128.75,1239.5,1086.57,878.7,8026.13,4846.7,20370.4,4474.93,13142.5
3307,Apr 11 2016,16471730.63,1254.75,1096.52,879.63,8117.98,4786.97,20440.81,4458.7,13127.5
3308,Apr 12 2016,16452195.18,1254.6,1102.9,882.87,8104.21,4829.57,20504.44,4496.05,13113.5
3309,Apr 13 2016,16394070.0,1245.75,1104.05,876.73,8057.26,4853.01,21158.71,4554.72,13160.0
3310,Apr 14 2016,16259056.44,1233.85,1095.49,872.5,8004.6,4814.85,21337.81,4554.62,13177.5
3311,Apr 15 2016,16167040.57,1227.1,1086.17,865.53,7953.57,4823.57,21316.47,4543.16,13175.0
3312,Apr 18 2016,16261899.93,1234.3,1089.55,864.6,7998.63,4865.53,21161.5,4565.42,13175.0
3313,Apr 19 2016,16505370.22,1255.4,1103.6,871.75,8125.2,4881.93,21436.21,4537.09,13147.5
3314,Apr 20 2016,16452532.0,1252.0,1104.69,869.26,8099.56,4876.6,21236.31,4540.44,13141.0
3315,Apr 21 2016,16437006.88,1249.25,1106.56,871.23,8094.14,4903.09,21622.25,4540.8,13157.5
3316,Apr 22 2016,16407791.88,1243.25,1106.05,862.65,8072.42,4914.74,21467.04,4474.19,13197.5
3317,Apr 25 2016,16350381.46,1238.9,1099.44,854.41,8049.13,4878.86,21304.44,4474.13,13197.5
3318,Apr 26 2016,16390439.36,1241.7,1098.12,851.41,8062.11,4814.09,21407.27,4452.97,13200.0
3319,Apr 27 2016,16458818.01,1247.4,1102.92,858.09,8099.62,4845.66,21361.6,4416.64,13194.5
3320,Apr 28 2016,16562244.0,1256.0,1110.03,861.75,8140.14,4848.39,21388.03,4363.99,13186.5
3321,May 09 2016,16815172.5,1265.25,1110.06,878.65,8233.36,4749.31,20156.81,4341.23,13290.0
3322,May 10 2016,16779452.4,1262.8,1108.16,872.88,8227.14,4763.11,20242.68,4402.04,13287.5
3323,May 11 2016,16988487.3,1276.85,1116.81,882.75,8314.85,4799.96,20055.29,4361.03,13305.0
3324,May 12 2016,17007628.75,1279.25,1121.76,882.21,8330.35,4803.32,19915.46,4342.81,13297.5
3325,May 13 2016,16861786.7,1265.9,1120.41,882.25,8254.17,4761.72,19719.29,4326.53,13317.5
3326,May 16 2016,17103689.38,1285.75,1134.72,892.79,8384.25,4731.56,19883.95,4380.48,13302.5
3327,May 17 2016,16982184.5,1277.0,1126.5,882.7,8329.49,4729.16,20118.8,4322.56,13298.5
3328,May 18 2016,17042856.79,1272.9,1128.51,870.69,8319.16,4734.36,19826.41,4338.23,13389.0
3329,May 19 2016,16892918.75,1246.25,1112.23,854.44,8155.96,4704.22,19694.33,4315.58,13555.0
3330,May 20 2016,17066525.84,1254.2,1118.52,864.1,8206.73,4711.88,19852.2,4362.9,13607.5
3331,May 23 2016,16922435.42,1245.9,1112.46,861.44,8163.01,4743.66,19809.03,4355.1,13582.5
3332,May 24 2016,16932474.49,1236.85,1108.24,846.64,8108.79,4710.78,19830.43,4444.3,13690.0
3333,May 25 2016,16667291.0,1220.6,1095.25,829.38,8009.33,4772.98,20368.05,4476.43,13655.0
3334,May 26 2016,16648641.48,1223.85,1094.24,833.74,8029.92,4784.56,20397.11,4487.96,13603.5
3335,May 27 2016,16520323.75,1216.25,1092.62,832.08,7978.23,4814.73,20576.77,4512.54,13583.0
3336,May 31 2016,16557284.0,1212.1,1088.79,832.77,7981.68,4796.87,20815.09,4523.89,13660.0
3337,Jun 01 2016,16590070.0,1214.5,1087.04,842.7,7994.45,4839.67,20760.98,4520.07,13660.0
3338,Jun 02 2016,16543196.67,1212.4,1086.38,839.23,7976.86,4833.23,20859.22,4531.35,13647.5
3339,Jun 03 2016,16860255.75,1240.5,1094.64,854.49,8169.06,4853.92,20947.24,4509.79,13591.5
3340,Jun 06 2016,16641610.0,1244.0,1094.45,860.04,8166.73,4896.02,21030.22,4523.63,13377.5
3341,Jun 07 2016,16468070.0,1241.0,1092.96,852.57,8155.85,4933.99,21328.24,4513.09,13270.0
3342,Jun 08 2016,16753695.0,1263.0,1108.53,867.74,8298.54,4916.06,21297.88,4520.63,13265.0
3343,Jun 10 2016,16957772.5,1275.5,1129.01,890.09,8380.67,4848.06,21042.64,4461.05,13297.5
3344,Jun 13 2016,17007100.21,1280.8,1133.4,897.08,8435.73,4807.23,20512.99,4422.76,13278.5
3345,Jun 14 2016,17218847.82,1287.15,1148.22,912.03,8483.22,4821.59,20387.53,4424.91,13365.0
3346,Jun 15 2016,17160926.64,1283.3,1142.23,904.18,8453.99,4814.82,20467.52,4409.51,13372.5
3347,Jun 16 2016,17521450.63,1310.75,1175.93,931.82,8629.98,4814.39,20038.42,4424.23,13367.5
3348,Jun 17 2016,17214710.6,1290.7,1147.44,902.9,8507.0,4835.14,20169.98,4374.38,13337.5
3349,Jun 20 2016,17003074.41,1281.8,1130.63,872.24,8433.35,4863.53,20510.2,4400.16,13265.0
3350,Jun 21 2016,16877855.56,1272.6,1129.09,867.37,8372.18,4878.71,20668.44,4413.4,13262.5
3351,Jun 22 2016,16800368.18,1264.85,1121.12,861.2,8324.73,4896.85,20795.12,4404.73,13284.0
3352,Jun 23 2016,16732952.33,1262.15,1111.98,852.4,8302.42,4874.31,20868.34,4467.48,13257.5
3353,Jun 24 2016,17594812.5,1315.5,1183.48,965.43,8702.03,4834.57,20259.13,4285.7,13380.0
3354,Jun 27 2016,17669494.39,1324.55,1206.77,1007.42,8793.82,4836.05,20227.3,4201.06,13340.0
3355,Jun 28 2016,17258571.11,1309.7,1185.2,983.15,8706.49,4882.17,20172.46,4290.47,13177.5
3356,Jun 29 2016,17392922.25,1321.5,1190.22,977.08,8783.35,4980.1,20436.12,4364.74,13161.5
3357,Jun 30 2016,17450409.38,1320.75,1188.85,987.99,8774.53,5016.65,20794.37,4417.7,13212.5
3358,Jul 11 2016,17784793.58,1357.1,1228.59,1044.73,9076.01,5069.02,20880.5,4554.71,13090.0
3359,Jul 12 2016,17612286.72,1342.4,1212.7,1018.24,8973.94,5099.53,21224.74,4577.61,13120.0
3360,Jul 13 2016,17596738.75,1342.75,1209.3,1015.66,8985.95,5133.93,21322.37,4565.77,13095.0
3361,Jul 14 2016,17322613.08,1323.6,1191.95,993.4,8851.84,5083.54,21561.06,4596.49,13082.5
3362,Jul 15 2016,17372420.5,1327.0,1198.68,1002.72,8865.02,5110.18,21659.25,4589.83,13091.5
3363,Jul 19 2016,17420148.82,1330.9,1208.65,1013.17,8903.59,5172.83,21673.2,4603.28,13089.0
3364,Jul 20 2016,17254737.47,1315.9,1195.24,998.56,8787.58,5242.82,21882.48,4657.2,13112.5
3365,Jul 21 2016,17307063.72,1321.15,1201.26,999.55,8821.19,5216.97,22000.49,4647.02,13100.0
3366,Jul 22 2016,17313051.38,1320.75,1203.14,1009.44,8810.33,5197.25,21964.27,4666.07,13108.5
3367,Jul 25 2016,17254789.72,1313.15,1196.6,1000.46,8771.71,5220.8,21993.44,4665.93,13140.0
3368,Jul 26 2016,17420602.5,1323.0,1204.42,1008.65,8832.61,5224.4,22129.73,4672.11,13167.5
3369,Jul 27 2016,17463060.0,1329.0,1209.34,1013.38,8863.9,5274.36,22218.99,4702.89,13140.0
3370,Jul 28 2016,17578266.75,1341.75,1210.58,1022.4,8932.83,5299.21,22174.34,4721.41,13101.0
3371,Jul 29 2016,17578187.0,1342.0,1200.09,1010.77,8931.01,5215.99,21891.37,4730.23,13098.5
3372,Aug 01 2016,17641273.87,1349.65,1208.12,1022.15,8960.46,5361.58,22129.14,4756.04,13071.0
3373,Aug 03 2016,17838958.47,1358.9,1216.24,1019.81,9008.28,5351.88,21739.12,4734.33,13125.0
3374,Aug 04 2016,17903128.13,1362.75,1223.46,1038.25,9046.21,5373.86,21832.23,4743.81,13137.5
3375,Aug 05 2016,17597440.12,1340.4,1210.79,1026.42,8907.09,5420.25,22146.09,4791.21,13128.5
3376,Aug 08 2016,17552181.44,1336.8,1207.1,1025.27,8906.16,5458.98,22494.76,4784.74,13130.0
3377,Aug 09 2016,17610682.5,1341.0,1206.8,1032.21,8933.88,5440.29,22465.61,4795.75,13132.5
3378,Aug 10 2016,17673063.31,1347.7,1207.29,1035.78,8952.64,5423.95,22492.43,4783.39,13113.5
3379,Aug 12 2016,17742215.56,1352.2,1209.59,1045.54,8984.83,5377.2,22766.91,4807.08,13121.0
3380,Aug 15 2016,17562881.22,1339.4,1196.16,1040.11,8894.55,5320.56,22932.51,4827.12,13112.5
3381,Aug 16 2016,17601024.0,1344.0,1193.61,1036.6,8905.34,5371.85,22910.84,4797.19,13096.0
3382,Aug 18 2016,17707928.26,1350.05,1191.78,1025.52,8953.8,5461.45,23023.16,4808.68,13116.5
3383,Aug 19 2016,17715256.72,1346.4,1188.93,1031.33,8954.1,5416.03,22937.22,4806.14,13157.5
3384,Aug 22 2016,17650577.46,1335.9,1179.13,1015.86,8892.55,5427.18,22997.91,4808.56,13211.5
3385,Aug 23 2016,17739898.0,1342.0,1185.36,1017.63,8913.03,5417.14,22998.93,4818.48,13219.0
3386,Aug 24 2016,17582744.38,1327.25,1179.88,1001.66,8827.54,5403.99,22820.78,4783.48,13247.5
3387,Aug 25 2016,17495991.36,1321.3,1171.16,1001.63,8791.27,5454.12,22814.95,4775.43,13241.5
3388,Aug 26 2016,17417390.63,1318.75,1169.05,998.75,8793.16,5438.83,22909.54,4783.69,13206.0
3389,Aug 29 2016,17493218.75,1318.75,1180.94,1008.6,8808.99,5370.76,22821.34,4791.09,13265.0
3390,Aug 30 2016,17501735.33,1318.15,1182.04,1006.45,8805.11,5362.32,23016.11,4775.99,13277.5
3391,Aug 31 2016,17367201.25,1309.25,1175.53,999.66,8743.56,5386.08,22976.88,4771.06,13267.5
3392,Sep 01 2016,17374446.0,1309.5,1169.93,984.59,8747.33,5334.55,23162.34,4783.94,13268.0
3393,Sep 02 2016,17548300.25,1324.7,1186.74,995.27,8849.13,5353.46,23266.7,4798.74,13247.0
3394,Sep 06 2016,17553412.13,1337.25,1189.83,995.72,8933.23,5372.1,23787.68,4829.51,13126.5
3395,Sep 07 2016,17643157.83,1348.35,1199.33,1010.45,8985.94,5381.35,23741.81,4831.86,13085.0
3396,Sep 08 2016,17548161.22,1343.4,1191.54,1008.94,8952.28,5371.08,23919.34,4804.0,13062.5
3397,Sep 09 2016,17433467.66,1330.85,1187.04,1003.77,8889.94,5281.92,24099.7,4681.53,13099.5
3398,Sep 13 2016,17432469.21,1323.65,1177.42,1004.02,8841.85,5215.57,23215.76,4722.85,13170.0
3399,Sep 14 2016,17453047.88,1321.75,1175.1,1002.73,8817.66,5146.04,23190.64,4746.06,13204.5
3400,Sep 15 2016,17269787.43,1310.8,1165.78,993.56,8744.61,5265.82,23335.59,4819.9,13175.0
3401,Sep 20 2016,17279751.93,1313.8,1176.13,1014.36,8764.88,5302.49,23530.86,4805.22,13152.5
3402,Sep 21 2016,17418984.63,1326.1,1190.4,1023.15,8846.81,5342.59,23669.9,4853.75,13135.5
3403,Sep 23 2016,17504855.45,1338.65,1193.15,1032.91,8928.79,5388.91,23686.48,4858.91,13076.5
3404,Sep 26 2016,17466715.0,1340.5,1189.7,1033.3,8941.0,5352.14,23317.92,4817.17,13030.0
3405,Sep 27 2016,17191285.0,1327.0,1185.14,1021.95,8848.7,5419.6,23571.9,4866.71,12955.0
3406,Sep 28 2016,17123068.75,1322.5,1181.75,1018.25,8823.06,5425.34,23619.65,4875.27,12947.5
3407,Sep 29 2016,17102345.6,1318.1,1173.78,1015.56,8790.67,5431.96,23739.47,4838.3,12975.0
3408,Sep 30 2016,17259947.5,1322.5,1176.81,1018.09,8821.07,5364.8,23297.15,4875.7,13051.0
3409,Oct 03 2016,17049914.71,1313.3,1170.71,1023.06,8759.71,5463.91,23584.43,4866.62,12982.5
3410,Oct 04 2016,16659156.41,1283.3,1150.12,1006.23,8559.61,5472.32,23689.44,4859.47,12981.5
3411,Oct 05 2016,16499025.23,1269.4,1133.39,996.23,8466.9,5420.65,23788.31,4877.75,12997.5
3412,Oct 06 2016,16292191.5,1254.5,1123.25,991.93,8367.51,5409.34,23952.5,4873.92,12987.0
3413,Oct 07 2016,16344868.75,1258.75,1126.25,1010.31,8395.86,5377.15,23851.82,4864.52,12985.0
3414,Oct 11 2016,16310517.49,1253.45,1133.47,1024.98,8416.79,5382.0,23549.52,4821.91,13012.5
3415,Oct 12 2016,16357745.25,1256.5,1140.98,1030.93,8435.76,5364.61,23407.05,4819.64,13018.5
3416,Oct 13 2016,16491378.82,1261.05,1143.24,1034.37,8486.74,5340.4,23031.3,4803.1,13077.5
3417,Oct 14 2016,16328452.88,1251.75,1137.59,1026.36,8418.52,5399.89,23233.31,4808.48,13044.5
3418,Oct 17 2016,16398351.25,1254.8,1141.56,1032.5,8456.6,5410.3,23037.54,4796.17,13068.5
3419,Oct 18 2016,16396861.76,1258.2,1146.53,1022.64,8479.26,5430.05,23394.39,4839.72,13032.0
3420,Oct 19 2016,16507165.33,1269.05,1157.1,1032.34,8552.51,5409.29,23304.97,4836.61,13007.5
3421,Oct 20 2016,16540986.1,1271.65,1163.88,1038.72,8570.54,5403.69,23374.4,4832.71,13007.5
3422,Oct 24 2016,16468599.61,1265.55,1162.71,1036.78,8569.8,5421.0,23604.08,4909.97,13013.0
3423,Oct 25 2016,16509815.13,1269.4,1168.93,1046.41,8603.74,5397.82,23565.11,4891.45,13006.0
3424,Oct 26 2016,16526028.75,1270.5,1163.73,1038.25,8599.63,5399.68,23325.43,4860.59,13007.5
3425,Oct 27 2016,16503036.25,1266.25,1159.73,1040.08,8582.52,5416.84,23132.35,4836.45,13033.0
3426,Oct 28 2016,16613286.5,1273.0,1164.79,1047.82,8630.56,5410.27,22954.81,4805.59,13050.5
3427,Oct 31 2016,16597056.0,1272.0,1160.37,1041.85,8612.46,5422.54,22934.54,4801.27,13048.0
3428,Nov 01 2016,16803320.04,1288.45,1166.71,1054.42,8729.12,5416.01,23147.07,4766.94,13041.5
3429,Nov 02 2016,17021760.0,1303.75,1172.65,1058.67,8814.65,5405.45,22810.5,4726.91,13056.0
3430,Nov 04 2016,17027593.45,1302.8,1171.27,1038.25,8805.75,5362.66,22642.62,4660.46,13070.0
3431,Nov 07 2016,16792555.84,1283.05,1162.76,1035.22,8693.69,5386.21,22801.4,4773.73,13088.0
3432,Nov 08 2016,16778265.48,1282.35,1160.87,1033.82,8693.82,5470.68,22909.47,4804.92,13084.0
3433,Nov 09 2016,16785057.32,1281.4,1170.55,1029.73,8678.92,5414.32,22415.19,4825.18,13099.0
3434,Nov 10 2016,16651781.25,1267.5,1165.09,1015.34,8609.24,5450.31,22839.11,4747.03,13137.5
3435,Nov 11 2016,16429328.73,1236.45,1139.06,982.32,8427.15,5231.97,22531.09,4751.95,13287.5
3436,Nov 14 2016,16210660.04,1213.6,1131.77,974.31,8301.99,5115.74,22222.22,4702.05,13357.5
3437,Nov 15 2016,16395118.72,1226.95,1143.64,990.55,8407.31,5078.5,22323.91,4764.47,13362.5
3438,Nov 16 2016,16443622.35,1229.2,1151.53,989.58,8443.99,5185.47,22280.53,4792.27,13377.5
3439,Nov 17 2016,16404714.38,1226.75,1149.29,986.53,8427.77,5193.02,22262.88,4826.59,13372.5
3440,Nov 18 2016,16260702.5,1211.0,1145.21,983.67,8345.24,5170.11,22344.21,4808.04,13427.5
3441,Nov 21 2016,16301306.25,1214.25,1143.09,973.35,8373.59,5148.32,22357.78,4859.0,13425.0
3442,Nov 22 2016,16295670.63,1212.25,1144.71,975.65,8349.98,5204.67,22678.07,4873.84,13442.5
3443,Nov 25 2016,16053546.39,1187.7,1120.0,953.9,8213.06,5122.1,22723.45,4870.02,13517.5
3444,Nov 28 2016,16066045.0,1187.0,1121.45,956.33,8192.91,5114.57,22830.57,4857.02,13530.0
3445,Nov 29 2016,16104447.22,1186.55,1117.33,948.71,8176.99,5136.67,22737.07,4873.21,13572.5
3446,Nov 30 2016,15966198.26,1178.1,1110.58,942.93,8113.57,5148.91,22789.77,4810.81,13552.5
3447,Dec 01 2016,15745970.14,1161.85,1094.9,920.57,8010.84,5198.76,22878.23,4734.1,13545.0
3448,Dec 02 2016,15868653.75,1173.5,1100.79,927.05,8076.73,5245.96,22564.82,4739.37,13525.0
3449,Dec 05 2016,15611250.84,1162.2,1083.64,914.76,8002.91,5268.31,22505.55,4778.14,13432.5
3450,Dec 06 2016,15690981.25,1172.5,1092.37,922.43,8062.34,5272.97,22675.15,4788.67,13382.5
3451,Dec 07 2016,15695129.07,1177.65,1093.91,933.94,8109.65,5265.37,22800.92,4851.94,13325.0
3452,Dec 08 2016,15559153.23,1171.05,1103.57,932.77,8055.89,5303.73,22861.84,4859.19,13286.5
3453,Dec 09 2016,15507877.05,1163.6,1104.3,925.73,8029.42,5308.13,22760.98,4895.9,13327.5
3454,Dec 13 2016,15417401.53,1158.55,1088.76,913.4,7995.73,5293.62,22446.7,4935.84,13307.5
3455,Dec 14 2016,15453276.0,1162.25,1091.01,914.94,8025.22,5262.82,22456.62,4921.22,13296.0
3456,Dec 15 2016,15098311.97,1126.95,1082.05,908.43,7816.07,5254.36,22059.4,4933.41,13397.5
3457,Dec 16 2016,15152122.04,1131.6,1087.08,910.16,7869.71,5231.65,22020.75,4914.86,13390.0
3458,Dec 19 2016,15207570.0,1136.25,1088.68,916.96,7891.48,5191.91,21832.68,4934.85,13384.0
3459,Dec 20 2016,15115336.09,1125.7,1084.7,911.28,7824.63,5162.48,21729.06,4953.8,13427.5
3460,Dec 21 2016,15269130.53,1133.65,1086.6,916.16,7880.34,5111.39,21809.8,4948.9,13469.0
3461,Dec 22 2016,15219483.9,1131.35,1081.96,920.1,7859.15,5042.87,21636.2,4934.39,13452.5
3462,Dec 28 2016,15251858.53,1134.6,1091.59,927.91,7890.91,5209.44,21754.74,4926.29,13442.5
3463,Dec 29 2016,15426677.44,1145.9,1092.43,937.15,7969.16,5302.57,21790.91,4918.28,13462.5
3464,Dec 30 2016,15438136.43,1145.9,1086.42,927.37,7963.43,5296.71,22000.56,4863.62,13472.5
3465,Jan 04 2017,15647520.0,1164.25,1111.4,946.7,8089.79,5301.18,22134.47,4937.2,13440.0
3466,Jan 05 2017,15738361.85,1176.7,1110.04,947.5,8097.7,5325.5,22456.69,4964.95,13375.0
3467,Jan 06 2017,15715233.29,1175.85,1111.65,954.5,8140.41,5347.02,22503.01,5007.08,13365.0
3468,Jan 10 2017,15838192.5,1189.5,1123.02,976.52,8236.1,5309.92,22744.85,5035.17,13315.0
3469,Jan 11 2017,15708890.35,1178.55,1125.81,976.75,8163.34,5301.24,22935.35,5050.21,13329.0
3470,Jan 12 2017,16015111.9,1205.05,1131.13,986.21,8317.01,5292.75,22829.02,5041.43,13290.0
3471,Jan 13 2017,15869149.07,1190.35,1120.33,977.5,8212.46,5272.98,22937.38,5059.51,13331.5
3472,Jan 17 2017,16236088.97,1216.05,1137.19,981.79,8357.67,5266.94,22840.97,5044.65,13351.5
3473,Jan 18 2017,16207801.88,1214.75,1135.97,984.16,8301.84,5294.78,23098.26,5055.85,13342.5
3474,Jan 19 2017,15995372.06,1196.05,1127.13,972.08,8224.76,5298.95,23049.96,5051.17,13373.0
3475,Jan 20 2017,16099372.88,1200.55,1124.27,974.39,8254.38,5254.31,22885.91,5063.2,13410.0
3476,Jan 23 2017,16203674.04,1212.85,1128.6,970.98,8314.69,5250.97,22898.52,5065.7,13360.0
3477,Jan 24 2017,16221158.2,1216.8,1131.38,972.39,8344.2,5292.09,22949.86,5101.06,13331.0
3478,Jan 25 2017,15965797.5,1195.0,1112.46,947.36,8221.36,5293.78,23049.12,5151.47,13360.5
3479,Jan 26 2017,15868812.8,1189.7,1115.15,945.03,8182.76,5317.63,23374.17,5156.92,13336.0
